what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1336027593817
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1336027594338
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1336027594800
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1336027595278
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1336027595801
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1336027596313
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1336027597128
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1336027597582
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1336027598279
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1336027598676
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1336027599689
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1336027600629
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1336027601891
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336027604268
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336027608534
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336027610837
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336027621032
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1336027621172
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1336027622934
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336027634163
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336027635373
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1336027635446
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1336027635956
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1336027648872
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.lineEnd",1336027657799
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.lineEnd",1336027676122
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1336027678523
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1336027699160
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.cut",1336027712389
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1336027714505
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1336027715045
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1336027722441
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336027723515
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336027730837
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336027735899
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336027747406
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336027777542
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336027786670
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1336027810274
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1336027819359
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336027820436
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336027827622
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1336027846033
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336027847075
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336027892190
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336027892748
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336027912441
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1336027914190
closed,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1336027914190
opened,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1336027915462
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1336027915592
