what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335342514843
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335342517912
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335342538557
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1335342540176
opened,editor,org.eclipse.wst.css.ui,1.0.500.v201004290328,"org.eclipse.wst.css.core.csssource.source",1335342548120
activated,editor,org.eclipse.wst.css.ui,1.0.500.v201004290328,"org.eclipse.wst.css.core.csssource.source",1335342549986
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.lineEnd",1335342569035
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1335342570088
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1335342570321
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1335342571054
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1335342577473
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1335342580113
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1335342580445
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1335342581372
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1335342587369
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1335342588904
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1335342601163
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335342601629
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335342610491
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1335342619789
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335342620427
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335342696960
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335342699616
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335342805654
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1335342808154
closed,editor,org.eclipse.wst.css.ui,1.0.500.v201004290328,"org.eclipse.wst.css.core.csssource.source",1335342808154
activated,editor,org.eclipse.wst.css.ui,1.0.500.v201004290328,"org.eclipse.wst.css.core.csssource.source",1335342811522
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1335342812898
closed,editor,org.eclipse.wst.css.ui,1.0.500.v201004290328,"org.eclipse.wst.css.core.csssource.source",1335342812899
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335342816647
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335343050003
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1335343065589
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335343067438
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335343173587
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335343174630
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335343175453
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335343175878
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335343305781
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335343308359
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335343309015
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335343319562
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1335343319628
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335343328871
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335343334680
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335343353223
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335343380330
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335343381518
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335343383334
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335343399639
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335343409899
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335343416334
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335343442575
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335343457872
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335343458732
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335343470928
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335343482231
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335343521728
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335343541817
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1335343549012
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1335343550238
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335343551999
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335343553735
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335343555287
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335343557124
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335343559014
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335343561975
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1335343568729
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1335343579418
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1335343588114
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335343605328
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335343610163
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1335343616060
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1335343618833
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1335343619526
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335343621311
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335343660608
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335343663688
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335343665703
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335343666360
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335343671590
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335343676792
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335343689692
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335343690287
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335343695697
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335343698302
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335343756539
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1335343772543
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1335343787659
