what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336036614860
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336036634067
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336036635197
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336036659974
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336036660837
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336036751682
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336036752748
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336036763511
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1336036766935
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1336036773746
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336036775540
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336036787199
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336036790771
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336036804129
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1336036806784
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1336036812632
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1336036815036
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1336036817872
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.lineStart",1336036818376
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1336036819492
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1336036822216
started,bundle,org.eclipse.dltk.validators.ui,2.0.0.v20091214-1712,"org.eclipse.dltk.validators.ui",1336036825161
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1336036825413
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336036829789
opened,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1336036838725
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1336036838885
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336036839044
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1336036841866
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1336036844174
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1336036845297
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1336036846251
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1336036846482
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1336036847395
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1336036847908
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1336036851232
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1336036859570
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1336036860848
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1336036865037
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.lineStart",1336036867104
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1336036867648
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1336036868635
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1336036869103
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1336036870975
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1336036880255
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336036881445
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336036894968
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336036896143
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336037123177
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336037123740
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336037145314
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1336037156092
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1336037156673
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1336037157356
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1336037187137
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336037188052
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336037194689
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1336037199327
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336037200400
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336037220057
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336037224780
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336037237573
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1336037238836
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1336037240085
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1336037241546
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1336037243527
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1336037244709
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1336037250687
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1336037251850
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1336037261318
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1336037263335
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1336037264011
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336037265883
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336037273014
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1336037282170
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.lineStart",1336037285923
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.lineStart",1336037290133
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineStart",1336037302958
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.lineStart",1336037303306
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1336037305513
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.lineStart",1336037307068
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1336037309004
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1336037312819
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336037313106
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336037319416
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1336037328006
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1336037329677
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1336037332152
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1336037334631
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1336037336614
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1336037337105
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.lineStart",1336037339666
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.cut",1336037340408
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.lineStart",1336037341033
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.lineStart",1336037341848
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineStart",1336037343082
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.lineEnd",1336037343422
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1336037343866
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1336037344308
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1336037353199
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336037354404
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336037365376
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336037370396
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336037378774
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336037381166
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336037555873
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1336037557108
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336037574469
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336037647345
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336037656492
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336037701940
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1336037704171
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1336037704666
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1336037705115
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1336037709158
closed,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1336037709158
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1336037710531
executed,command,,,"AUTOGEN:::org.eclipse.php.editor.ruler.actions/org.eclipse.php.internal.ui.editor.PhpSelectRulerAction",1336037729839
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1336037734967
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1336037736198
closed,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1336037736199
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336037738004
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336037739519
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336037746515
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336037771975
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1336037777801
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336037778515
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336037796502
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1336037800230
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336037800933
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336037829895
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1336037835303
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336037836500
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336038009441
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336038010126
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336038069867
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1336038075137
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336038076148
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336038093456
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1336038096970
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336038098021
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336038110520
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336038111747
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336038112368
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336038112747
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336038135747
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336038137604
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336038151343
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336038151948
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336038180469
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336038181342
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336038183488
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336038211471
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336038342907
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336038343946
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1336038344807
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1336038357237
